,size,tr_nrmse,tr_rmse,ts_nrmse,ts_rmse
0,91,0.6339809860306969,2.025775110102251,0.7208217848359562,2.082601214770112
1,99,0.6633174751172239,2.1116473766489383,0.5795008187323049,1.7071586606501443
2,65,0.7306007266390414,2.3094373042306096,0.6876625986116554,2.044752913581141
3,71,0.6843322382948035,2.0730833996610674,0.6927447198257977,2.4440736660587983
4,96,0.6514667828965027,2.0286261387733804,0.7197304143623626,2.3084728947992157
5,63,0.7110791655097313,2.272128828059436,0.7948737211482021,2.296552368528679
6,49,0.7421169910660309,2.3625028076853334,0.6794209673508858,2.0015146677060334
7,109,0.6520135078867719,2.0610222014190707,0.6243905236380559,1.8566144865214276
8,72,0.7009939187593576,2.123557498715048,0.7073263769020145,2.4955192318603587
9,55,0.716051214877221,2.2297379533948347,0.8047024478330044,2.5810133240608164
10,60,0.69762750759615,2.229146413142621,0.7839049383274543,2.264861316860148
11,81,0.6490343769948133,2.0661776463734354,0.578613693299094,1.704545266816289
12,61,0.7068234895441985,2.234277184159314,0.675253887031499,2.0078558230478785
13,63,0.6468189541383719,1.9594424482348316,0.6625355336799225,2.337492591935608
14,76,0.6710454974918181,2.0895930111211154,0.7513473346499763,2.4098814250551523
15,71,0.6712870421255331,2.1449800729610877,0.772073003463673,2.230676442819473
16,88,0.6581621705192047,2.095235649476652,0.6001395938160314,1.7679586845508355
17,117,0.6454699474791091,2.0403379316709938,0.6156908904672679,1.8307462768660385
18,99,0.6469014859469522,1.9596924661541075,0.6659899555617089,2.34968014286325
19,73,0.6646507184603563,2.0696800758257416,0.7106982420494322,2.279502985303272
20,84,0.6551822424653309,2.0935200086631323,0.7403527232213274,2.1390300809096545
21,77,0.7002440695092793,2.2292018646605545,0.6327239236865639,1.863949266689524
22,106,0.6409053796077373,2.025909280103218,0.6026126599824647,1.7918583833812443
23,88,0.6637531558462001,2.0107421101278424,0.6510509093342772,2.296973671871046
24,61,0.6584882731999797,2.0504906131207092,0.7299950160001114,2.3413957144880952
25,63,0.650488953927295,2.0785234278281024,0.7022835642352777,2.029040512867303
26,80,0.6485420837982556,2.0646104486497974,0.5900583725129078,1.738260289481771
27,68,0.6521849824243475,2.0615642344055756,0.6507229017509663,1.9349133600919832
28,75,0.700367629535469,2.1216602480511524,0.7038068760706444,2.4831020757948647
29,91,0.6433136561075405,2.0032378203647507,0.71964316615707,2.3081930537462063
