,size,tr_nrmse,tr_rmse,ts_nrmse,ts_rmse
0,6,0.9017900130352028,0.8014952181723064,0.9246900362385796,0.8067592249730215
1,4,0.9154496488422129,0.8247648945656774,0.9011944992096068,0.7399806977800277
2,12,0.877527781217283,0.768443596253823,0.8699519175067367,0.8035828671841556
3,22,0.8775420790915929,0.7665570575479793,0.8605950703780129,0.8021416305344624
4,19,0.871976060798362,0.7747411652786175,0.8984661644152027,0.78465959152207
5,5,0.9067823215284537,0.8059322947945172,0.9385139592026882,0.8188201069329668
6,13,0.8859683359631537,0.7982040105901285,0.8707252625656726,0.7149620730409978
7,61,0.8539852029252576,0.7478275611663462,0.8576580197931629,0.7922268768417746
8,19,0.8840690235606801,0.7722585224306455,0.8519065594378054,0.7940432616588038
9,17,0.8785759319000246,0.7806050783581913,0.9220019290905851,0.8052141368436129
10,6,0.9017900130352028,0.8014952181723064,0.9246900362385796,0.8067592249730215
11,28,0.8525541479995072,0.768099843476526,0.8394588052426711,0.6892888416494657
12,26,0.8436615120020116,0.7387871930441342,0.8494073706234777,0.7846056736666521
13,4,0.9156396183393897,0.7998363022490892,0.903735139727755,0.8423515350071572
14,15,0.8909848811536094,0.7916302936557345,0.9028372608811235,0.7884770115911779
15,16,0.8779298322365499,0.7802887060814474,0.900165778184303,0.785362680568382
16,22,0.8716286942589203,0.7852848586812722,0.8705971089884538,0.7148568447317076
17,18,0.9028392113997435,0.7906085998606107,0.8921593826310724,0.8240961141100901
18,78,0.856707420626233,0.7483574123471975,0.8259844962175935,0.7698818798731228
19,16,0.8702692696506455,0.7732247000657326,0.8925942958601446,0.7795314985961866
20,16,0.8584454416666865,0.7629713199438638,0.8817211804716535,0.7692704239500172
21,18,0.8663971124279477,0.7805715191298388,0.8649739788647536,0.7102396308491407
22,12,0.8959740088180537,0.7845968004922002,0.8840870214269816,0.816639597225892
23,16,0.8956760876434554,0.7823976110305603,0.8762853391826392,0.8167661830512909
24,49,0.8609526876769065,0.7649470191760305,0.8934819404132497,0.7803067073241742
25,14,0.8761661626876333,0.778721187380353,0.8935198082227974,0.779564307745908
26,27,0.8838362336626355,0.7962831150702994,0.8791471748052351,0.7218773976475499
27,28,0.8752950646627798,0.7664884254030747,0.8636412519813931,0.797753645367817
28,10,0.8823275514037533,0.7707372987717215,0.869433486527642,0.810379722740233
29,17,0.8487108767148518,0.7540703044171652,0.8779284077689592,0.766723303680546
