,size,tr_nrmse,tr_rmse,ts_nrmse,ts_rmse
0,107,0.1638439840643476,2.3715802528097063,0.18316038355484215,3.146437828744331
1,123,0.20908314138696263,3.2706273222348936,0.24337958311560293,3.1053203664940523
2,83,0.1602525687179909,2.5426550016519727,0.1464962197886071,1.7030867025409817
3,100,0.09609650839437452,1.4005834302183802,0.09344979723846797,1.6044023098436762
4,104,0.2572455203019206,3.867578993591463,0.27194443766491233,4.22211071176757
5,95,0.10608142749658495,1.5354888986461683,0.1021019866356383,1.7539685542541412
6,109,0.15205083135117206,2.3784873332531746,0.23269274238099708,2.968965197494988
7,63,0.15131682531339233,2.400875604023943,0.11810679459189742,1.373046428361441
8,89,0.14691314094589944,2.141223592076001,0.22772725874319366,3.9097585092624247
9,88,0.20875144477539193,3.1384908151076805,0.19799040968617304,3.073927294638311
10,96,0.10167390673567572,1.47169168778052,0.12047923764781045,2.069663884493036
11,83,0.27510668483185274,4.303414584130724,0.3800142422228816,4.848664587333106
12,94,0.22289242235554574,3.536533217947894,0.24157679465135354,2.8084426151533357
13,97,0.1528309933015459,2.2274748627026293,0.14892202347317918,2.556782844988438
14,95,0.23406736478049314,3.519105102580038,0.2166692427624482,3.3639280826369076
15,79,0.13622817061159814,1.9718517048021356,0.1794034137726047,3.0818983709486347
16,82,0.12028147118887038,1.8815283882732918,0.1629560210972213,2.0791828331617945
17,77,0.28427303502137474,4.510431627488404,0.25902563502014003,3.011293501338124
18,94,0.13683847556973627,1.9943877743484657,0.08889779227976433,1.5262507516168846
19,123,0.1409074723824767,2.1184850161313666,0.13159694914340414,2.0431265054919976
20,104,0.18368834492347957,2.6588199376348998,0.11881975223754473,2.0411562587184595
21,85,0.19833532076345314,3.1025022617802502,0.29651024973776624,3.7832233320392024
22,96,0.1373958092230454,2.179997140275334,0.16057293820007568,1.8667351023193517
23,128,0.1137924139423567,1.658496985115701,0.1726442062991284,2.9640595437635513
24,46,0.2577518735947531,3.8751918039385447,0.29735962994521525,4.616697769659597
25,100,0.11321180327796188,1.6386984152774584,0.12175165866573395,2.0915222882983824
26,91,0.15218226339974647,2.3805432869098553,0.15349823244351493,1.9585093430013627
27,111,0.17660281363325986,2.802076940062225,0.17639890744354025,2.0507193567407973
28,115,0.15248285442259818,2.2224008225172365,0.14951365925874824,2.5669404039024606
29,88,0.16928430385157206,2.545118829485041,0.1655784800547418,2.5707114301735854
