,size,tr_nrmse,tr_rmse,ts_nrmse,ts_rmse
0,46,0.03631471421834007,0.10841344186700115,0.03631471421834007,0.10841344186700115
1,39,0.0379975007249602,0.11343720925817888,0.0379975007249602,0.11343720925817888
2,71,0.03609580251477272,0.1077599059171927,0.03609580251477272,0.1077599059171927
3,40,0.030296636474732273,0.09044715641904312,0.030296636474732273,0.09044715641904312
4,54,0.020054299469447312,0.059869826226426455,0.020054299469447312,0.05986982622642645
5,99,0.006404639338759836,0.019120321048295075,0.006404639338759836,0.019120321048295075
6,38,0.01792476679623813,0.053512349053874544,0.01792476679623813,0.053512349053874544
7,38,0.033400789398968025,0.09971425130996078,0.033400789398968025,0.09971425130996078
8,48,0.04337661140947073,0.12949593135041632,0.04337661140947073,0.12949593135041632
9,41,0.041255908936604344,0.12316481573493965,0.041255908936604344,0.12316481573493965
10,38,0.014566221950429059,0.0434857960646471,0.014566221950429059,0.0434857960646471
11,67,0.022309668874681002,0.06660297462552439,0.022309668874681002,0.06660297462552439
12,34,0.012381235349032502,0.03696276750750512,0.012381235349032502,0.03696276750750512
13,29,0.0257512502527137,0.07687742372113279,0.0257512502527137,0.07687742372113279
14,45,0.010136468947732099,0.03026127316862161,0.010136468947732099,0.03026127316862161
15,63,0.024409625262290655,0.07287215516712368,0.024409625262290655,0.07287215516712368
16,45,0.01347647630990341,0.04023248461247327,0.01347647630990341,0.04023248461247327
17,62,0.02819121904578397,0.08416167256071823,0.02819121904578397,0.08416167256071823
18,69,0.027508476462874788,0.0821234223661189,0.027508476462874788,0.0821234223661189
19,33,0.02015659555842429,0.06017521954520207,0.02015659555842429,0.06017521954520207
20,33,0.013883373673643833,0.04144723033302282,0.013883373673643833,0.04144723033302282
21,34,0.009336612687259304,0.027873393432728485,0.009336612687259304,0.027873393432728485
22,35,0.0059408179858921354,0.017735635243707328,0.0059408179858921354,0.017735635243707328
23,48,0.010206604821376095,0.030470655828619377,0.010206604821376095,0.030470655828619374
24,46,0.01778048042095233,0.05308159851938879,0.01778048042095233,0.05308159851938879
25,23,0.02196204434500912,0.06556518119797504,0.02196204434500912,0.06556518119797504
26,46,0.016803271952155176,0.050164253971751484,0.016803271952155176,0.05016425397175148
27,51,0.031122378284250022,0.09291231451240059,0.031122378284250022,0.09291231451240059
28,57,0.012124278539977653,0.03619565222984368,0.012124278539977653,0.03619565222984368
29,48,0.006049418560898567,0.018059849887237047,0.006049418560898567,0.018059849887237047
