,size,tr_nrmse,tr_rmse,ts_nrmse,ts_rmse
0,43,0.02704190155250659,0.06398062635143607,0.02871128305298956,0.05562562929043387
1,42,0.04006895242272716,0.09480238171395698,0.06001203737567845,0.1162681353481192
2,40,0.03938708796845256,0.09318910334347845,0.03888036821941714,0.07532735284791352
3,56,0.029442023571441697,0.0696592695412715,0.024297306074203596,0.04707393041075278
4,83,0.01688498621675861,0.03994955724492842,0.017145116286616458,0.03321718088810393
5,47,0.019418334445000195,0.04594341111997788,0.03353817050273515,0.06497730651818627
6,58,0.023024522741834964,0.054475584255979856,0.024533354957857995,0.04753125472023581
7,40,0.03359553055223656,0.07948638830621223,0.058776859010049184,0.11387508402584806
8,39,0.01951713367645323,0.04617716822833551,0.02807014236092522,0.05438347461577296
9,57,0.021873033738340094,0.0517511831062551,0.020280480235747814,0.039291677538186985
10,45,0.08568037106549604,0.20271813341786854,0.1348655105472231,0.26129026974932723
11,34,0.08839134128637535,0.20913223755973764,0.1356609790251596,0.26283142116998154
12,35,0.04276116137075114,0.1011720970399692,0.054635299431773476,0.10585117031358983
13,48,0.03671924264334934,0.08687703188735582,0.05777693702001844,0.11193782159720116
14,25,0.007525589859562179,0.017805402920497402,0.0075029491966049295,0.014536315560159099
15,44,0.009101868583079322,0.02153484849366645,0.009636792953472707,0.018670453402907804
16,51,0.0268205676140598,0.06345695444962253,0.027646434203147077,0.05356257668277566
17,36,0.03864819847782143,0.09144090481819052,0.05609672122515388,0.10868254872205405
18,42,0.08830379000277026,0.20892509288272412,0.1398615663006489,0.27096969594360404
19,55,0.041718124698364424,0.09870429204936071,0.06273191962583428,0.12153767211809109
20,36,0.07181840659454937,0.16992098830621818,0.10412440017600799,0.20173202547548
21,53,0.03836494791507303,0.09077073935723536,0.0479027998570332,0.09280753430292009
22,73,0.01015052195601769,0.024015942491286,0.011654900063309182,0.02258036149558929
23,27,0.046843841997650904,0.11083164199448103,0.07176408017816793,0.13903670250445613
24,29,0.09083814650572007,0.21492133231661606,0.08181284672998825,0.1585053191457269
25,34,0.07349706635664871,0.17389266547550045,0.10602208740312068,0.20540863045372984
26,25,0.03464879280248552,0.08197838682016308,0.05383057393962102,0.10429208422801088
27,34,0.035392317692119445,0.08373755261160319,0.05067773002603454,0.09818372165765543
28,43,0.033713020598381375,0.0797643675277477,0.049890441636281355,0.0966584184508204
29,41,0.02547071516622505,0.06026322915161436,0.03846672711233695,0.07452595895551024
